test,face,duration_min,temp_mean_c,temp_span_c,gyro_x_mean_dps,gyro_y_mean_dps,gyro_z_mean_dps,gyro_x_std_dps,gyro_y_std_dps,gyro_z_std_dps,gyro_x_psd_floor,gyro_y_psd_floor,gyro_z_psd_floor,gyro_x_slope_dps_h,gyro_y_slope_dps_h,gyro_z_slope_dps_h,gyro_x_resid_60s_span,gyro_y_resid_60s_span,gyro_z_resid_60s_span,acc_x_mean_g,acc_y_mean_g,acc_z_mean_g,acc_x_std_mg,acc_y_std_mg,acc_z_std_mg,diag_ok
MPU6886_014,+Z,60.69466666666666,37.71310532637907,0.6976744186046488,-3.9732899550476084,-2.924455340547512,-0.5060935199177239,0.06057377724914027,0.039463557774839134,0.03147274695098226,0.012599791760594035,0.007968863790633296,0.005955536199094027,-0.03402016287309587,-0.014616585328190698,0.03478701956820323,0.0350341796875,0.037353515625,0.043619791666666664,0.03391572976520238,-0.016255430799832497,1.0104191176596782,0.6104066122958475,0.6076248537138867,0.5927554800406271,True
MPU6886_015,+X,99.30166666666666,37.905855885093864,0.6976744186046488,-3.786141009362538,-3.0649863373823245,-0.6800017425667618,0.08462022681554368,0.058800374340980066,0.029700976415463428,0.012115959697021058,0.010496557700444198,0.005882039326435598,-0.12507074390724515,-0.053442843950993926,-0.010937983582021912,0.16898600260416669,0.1102294921875,0.03594970703125,1.0048083228355797,-0.0010494876962552785,-0.015857055948436755,0.6227594413463831,0.5772073919186199,0.5615962351466421,True
MPU6886_016,-Y,43.14966666666666,36.65281475198952,0.6946144430844612,-3.499897779668791,-1.9682378610527713,-0.7852105663383546,0.058967303639061164,0.04352154674785375,0.030744316752990896,0.01128571033053535,0.009047448844686692,0.006243725445424696,0.1102883158360665,-0.0065123142971439734,0.011908231083173246,0.08732096354166666,0.029866536458333332,0.018330891927083336,-0.013344362567593665,-1.008016625703095,-0.027971345113943606,0.6055139676558262,0.5750128818428833,0.7328705215323725,True
