test,duration_h,plateau_start_s,plateau_end_s,plateau_min,temp_mean_c,temp_span_c,orientation,acc_x_mean_g,acc_y_mean_g,acc_z_mean_g,acc_x_std_mg,acc_y_std_mg,acc_z_std_mg,gyr_x_mean_dps,gyr_y_mean_dps,gyr_z_mean_dps,gyr_x_std_dps,gyr_y_std_dps,gyr_z_std_dps,gyr_x_slope_dps_h,gyr_y_slope_dps_h,gyr_z_slope_dps_h,gyr_x_half_delta_dps,gyr_y_half_delta_dps,gyr_z_half_delta_dps,crc_bad,resync_count,seq_gaps,timestamp_gap_drop_estimate,sample_fresh_false,fifo_overrun_records,sd_records_dropped_final
MPU6886_001,1.9888833330555555,1174.139999,7159.979999,99.764,37.70222487323155,0.6946144430844541,+Z,0.033941034253536666,-0.017380379520183818,1.009684536277212,1.6454779512104556,1.5797249381661094,1.5064777967309646,-5.091754410015332,-2.7977016486561666,-0.7915665897814809,0.1298569175453298,0.08930654158650136,0.05782689500767122,0.19788285354079693,0.10989212783026461,0.0008846299132808955,0.1620528123830134,0.10057549848896707,0.001225205527263129,0,0,0,0,0,0,0
MPU6886_002,1.9888833330555555,1098.939999,7159.979999,101.01733333333333,37.89344144678031,0.6946144430844612,-X,-0.9958905670738699,-0.007028526737175511,0.06826425172922516,1.6808384428408598,1.5738983559725142,1.493769396392124,-3.73158524425544,-1.7104131132023523,-0.6224656270803911,0.09053110791958381,0.0731895574991767,0.05858263972976712,-0.07503168912383698,-0.04099325743043231,-0.019074757331168726,-0.061414338498634535,-0.03383373572076587,-0.013142941988618206,0,0,0,0,0,0,0
MPU6886_003,1.9888833330555555,3998.979999,7159.979999,52.68333333333333,38.49502459840772,0.6884944920440716,+X,1.0046525710426342,-0.0019190289422994793,-0.019096751948342625,1.6338929412719663,1.5731355834528236,1.48574785871433,-4.0418394851088415,-2.9364432245663585,-0.41494027924036386,0.10118534527396601,0.08543758615951898,0.05762683725208791,0.030587525216019817,0.03727165629502467,-0.00028455549974703567,0.01951893993691023,0.023079376844943766,0.00024699551646334417,0,0,0,0,0,0,0
MPU6886_007,1.9874944441666667,3342.319999,7154.979999,63.54433333333334,37.34610150123426,0.694614443084447,-Z,-0.01980141654787446,0.003207672582425617,-0.9914623331615655,1.6608538605886487,1.570269824090214,1.4719004668685434,-3.04308570656828,-1.7502961412436593,-0.5441837720407626,0.08303073002882551,0.07189747730594356,0.05875021327814,0.07996629312886001,0.08351405667324846,0.013279841628626403,0.04494152571157306,0.0460064088367631,0.009704331787286136,0,0,0,0,0,0,0
MPU6886_010,1.9888833333333331,1567.1,7159.98,93.21466666666666,37.14368713629382,0.6701346389228888,-Y,0.007568311357927015,-1.0084730298402886,0.029696343871806218,2.303854512496345,2.084080552037842,4.266865592997203,-2.517281300915558,-1.5466903787195596,-0.5542084729495208,0.13629740937614074,0.10674287950361411,0.06667337980855392,-0.10135889235852506,0.040030289927739056,0.010567277270570503,-0.0895613383996885,0.029129924428468623,0.0060824885784839244,0,0,0,0,0,0,0
MPU6886_011,1.9888833330555555,695.819999,7159.979999,107.736,37.42572233662329,0.6946144430844541,+Y,0.0028688020947745885,0.9935215017665137,0.0542283433414505,2.0550695866579827,1.577458157471452,1.7187555663073766,-4.383926120378474,-3.2164682657327575,-0.5386687873718128,0.1836078264207615,0.20018849691819185,0.06335442466573267,0.1640600502773013,0.26856366082174393,-0.00425479864324151,0.15107926754985357,0.23433890060709617,-0.0021566317139047886,0,0,0,0,0,0,0
