test,orientation,duration_h,plateau_min,temp_mean_c,temp_span_c,acc_x_mean_g,acc_y_mean_g,acc_z_mean_g,gyr_x_mean_dps,gyr_y_mean_dps,gyr_z_mean_dps,gyr_x_std_dps,gyr_y_std_dps,gyr_z_std_dps,gyr_x_slope_dps_h,gyr_y_slope_dps_h,gyr_z_slope_dps_h,gyr_x_half_delta_dps,gyr_y_half_delta_dps,gyr_z_half_delta_dps
MPU6886_001,+Z,1.9888833330555555,99.764,37.70222487323155,0.6946144430844541,0.033941034253536666,-0.017380379520183818,1.009684536277212,-5.091754410015332,-2.7977016486561666,-0.7915665897814809,0.1298569175453298,0.08930654158650136,0.05782689500767122,0.19788285354079693,0.10989212783026461,0.0008846299132808955,0.1620528123830134,0.10057549848896707,0.001225205527263129
MPU6886_012,+Z,1.9902722219444444,85.172,39.138791381894514,0.6946144430844541,0.03259771946436049,-0.011961788004504103,1.0113171085409067,-2.8490278009725136,-1.4704213471791994,-0.546983847943581,0.07759517803295417,0.09245434531024657,0.05861318844012221,-0.018877009217088694,0.12707934934608123,0.01047454931340193,-0.012402245492996844,0.08980915188342009,0.006800589523779266
MPU6886_013,+Z,1.9888833330555555,45.18033333333333,37.452719289727,0.6915544675642451,0.03212053923437938,-0.011030238205685322,1.0105465914883625,-2.9795262881500753,-2.318242598465789,-0.47338337989792834,0.12328738404525422,0.10425406136292123,0.058867995232351596,0.039121072817857434,0.125839902954885,0.017799830017772918,0.011617852999439293,0.042469106669888124,0.007705608547535048
